Report date,Well ,Project,Mid Night Depth (ft),Comments,Formation,Spud date,Avg. ROP (ft/hr),Flow rate (gpm),Min. RPM (rpm),Max. RPM (rpm),Max. WOB (kip),Min. WOB (kip),TFA (in²)
11/6/2019,BB-1118,BAB,475,"R-1: PARAMETERS: WOB 10-12 KIPS, 50 RPM,  500-600 GPM,  800-1200 PSI, 1-3 KLB-FT TQ. AVG ROP 31 FT/HR. R-2: LIFE SAVING RULES AND CURRENT ACTIVITIES R-3: PARAMETERS: WOB 10-14 KIPS, 50-40 RPM, 650 GPM, 850 PSI, 3-5 KLB-FT TQ. AVG ROP 37 FT/HR. R-4: PARAMETERS: WOB 12-15 KIPS, 40 RPM, 650-700 GPM, 850-920 PSI, 3-5 KLB-FT TQ. AVG ROP 35.2 FT/HR. (ROT/SLIDE %: 100/0).  * 100% FORMATION IN RETURNS.  NEXT LOCATION STATUS: 1ST NEXT LOCATION PAD-137 RECEIVED HANDOVER FROM BAB FIELD SERVICE ON 15/04/2019. RAISED E-DL ID: 28553 / 28551 ON 17/04/2019. TASK ORDER ISSUED. PROGRESS: 0%.  Found cement top at 50 ft while PU 8.25 DC. Cleaned Cement with Clean out BHA until 250 ft. POOH to PU Sidetrack BHA. Sidetrack hole in 26 in with Motor w bend and continue drilling to Dammam ",MIOCENE CLASTICS,4/6/2019 6:30,34.6,700,40,50,15,5,0.942
13/07/2019,BB-1452,BAB,"7,120.00","[R-1] LSR: WORK AUTHORIZATION [R-2] F/S @ 7101', F/C @ 7015'. TOTALLY RUN 168 JOINTS 9 5/8"", L-80, VAM TOP, 47 PPF CASING. << LOCATION PREPARATION STATUS >>      BB-1452  WW COMPLETED ON 13/07/2019. NEXT LOCATION WELL: BB-1469.     GL ACCOUNT: 1-11E69-4516-0622-2041-71-15K97.     FIELD SERVICE HANDOVER: YES / 09 APRIL 2019.     LOCATION PREPARATION BY SARI, STARTED ON 03-07-2019, 45% PROGRESS. RMR REQUEST: #30314 / 30 JUNE 2019   RIG MOVE DISTANCE 15.3 KM (FROM BB-1452 TO BB-1469).         2ND NEXT LOCATION : BB-1377 GL ACCOUNT --  BB-1377: 1-11D77-4516-0692-2003-71-17168 LOCATION STACKED: YES / 10/07/2019 NEXT LOCATIONS IN SEQUENCE: BB-1377 => BB-1547 => BB-1367     ",SHILAIF F'MTN,5/7/2019 14:00,0,250.8,,,,,0.994
11/7/2019,BB-1468,BAB,"1,698.00","R-1\tHOT WORK / HSE OBSERVATION REPORTING R-2\tINSTALLED SECOND CELLAR - GEODETIC TO CONFIRM ON THE 12TH JULY 2019.  R-3\tAL MUR ARRIVED LOCATION. \t \tNOTE : NO WATER WELL ON LOCATION.  \t \t1ST NEXT LOCATION \tWELL: BB-1540  \tGL A/C :  \tLOC STACK: YES \tBFS H/O: YES / 25/05/2019   \tLOC PREPARATION REQUEST: SEND REQUEST TO ADNOC DRILLING, 10TH JULY 2019 \tLOC CONSTRUCTION:  AWAITING ADNOC DRILLING. \tCONSTRUCTION PROGRESS: 0%  \tADDITIONAL REQUIREMENT: REQUEST FOR RMR H/O, 10TH JULY 2019. \tREMARKS: \t \t2ND NEXT LOCATION \tWELL: BB-1531 \tGL A/C:  \tLOC STACK: YES, 9TH JULY 2019 \tBFS H/O: NO. REQUESTED, 10TH JULY 2019. \tLOC PREPARATION REQUEST: AWAITING BFS HANDOVER. \tLOC CONSTRUCTION:  AWAITING BFS H/O. \tCONSTRUCTION PROGRESS: 0%  \tADDITIONAL REQUIREMENT: NIL \tREMARKS: ",DAMMAM F'MTN,24/06/2019 2:00:00 AM,0,,,,,,
12/7/2019,BB-1468,BAB,"1,698.00","R-1\tWORK AUTHORIZATION/ FATALITY - AD 135 & AD 61 INCIDENTS\t\t\t\t R-2\tOFFLINE CELLAR #2: DRILLED & INSTALL 1 X JT OF 40"" CONDUCTOR.\t\t\t\t \t\t\t\t\t \tNO WATER WELL ON LOCATION. \t\t \tCREW SHORTAGE: \t1 X RADIO OPERATOR.\t\t \t\t\t\t\t \t1ST NEXT LOCATION\t\t\t\t \tWELL: BB-1540 \t\t\t\t \tGL A/C : \t\t\t\t \tLOC STACK: YES\t\t\t\t \tBFS H/O: YES / 25/05/2019  \t\t\t\t \tLOC PREPARATION REQUEST: SEND REQUEST TO ADNOC DRILLING, 10TH JULY 2019\t\t\t\t \tLOC CONSTRUCTION:  AWAITING ADNOC DRILLING.\t\t\t\t \tCONSTRUCTION PROGRESS: 0% \t\t\t\t \tADDITIONAL REQUIREMENT: REQUEST FOR RMR H/O, 10TH JULY 2019.\t\t\t\t \tREMARKS:\t\t\t\t \t\t\t\t\t \t2ND NEXT LOCATION\t\t\t\t \tWELL: BB-1531\t\t\t\t \tGL A/C: \t\t\t\t \tLOC STACK: YES, 9TH JULY 2019\t\t\t\t \tBFS H/O: NO. REQUESTED, 10TH JULY 2019.\t\t\t\t \tLOC PREPARATION REQUEST: AWAITING BFS HANDOVER.\t\t\t\t \tLOC CONSTRUCTION:  AWAITING BFS H/O.\t\t\t\t \tCONSTRUCTION PROGRESS: 0% \t\t\t\t \tADDITIONAL REQUIREMENT: NIL\t\t\t\t \tREMARKS:\tNIL\t\t\t \t\t\t\t\t ",DAMMAM F'MTN,24/06/2019 2:00:00 AM,0,,,,,,
13/07/2019,BB-1468,BAB,"1,698.00","R-1\tCONFINED SPACE / COLD WORK PERMIT\t \t \tNO WATER WELL ON LOCATION. \t \t \t1ST NEXT LOCATION \tWELL: BB-1540  \tGL A/C :  \tLOC STACK: YES \tBFS H/O: YES / 25/05/2019   \tLOC PREPARATION REQUEST: SEND REQUEST TO ADNOC DRILLING, 10TH JULY 2019 \tLOC CONSTRUCTION:  AWAITING ADNOC DRILLING. \tCONSTRUCTION PROGRESS: 0%  \tADDITIONAL REQUIREMENT: REQUEST FOR RMR H/O, 10TH JULY 2019. \tREMARKS: \t \t2ND NEXT LOCATION \tWELL: BB-1531 \tGL A/C:  \tLOC STACK: YES, 9TH JULY 2019 \tBFS H/O: NO. REQUESTED, 10TH JULY 2019. \tLOC PREPARATION REQUEST: AWAITING BFS HANDOVER. \tLOC CONSTRUCTION:  AWAITING BFS H/O. \tCONSTRUCTION PROGRESS: 0%  \tADDITIONAL REQUIREMENT: NIL \tREMARKS: ",DAMMAM F'MTN,24/06/2019 2:00:00 AM,0,,,,,,0.994
14/07/2019,BB-1468,BAB,"1,698.00","R-1\tSP2R8. ENERGY ISOLATION / CHEMICAL HAZARDS R-2\tDULL GRADE: 2-3-CT-A-E-I-WT-BHA \t \tNO WATER WELL ON LOCATION. \t \t \t1ST NEXT LOCATION \tWELL: BB-1540  \tGL A/C :  \tLOC STACK: YES \tBFS H/O: YES / 25/05/2019   \tLOC PREPARATION REQUEST: SEND REQUEST TO ADNOC DRILLING, 10TH JULY 2019 \tLOC CONSTRUCTION:  AWAITING ADNOC DRILLING. \tCONSTRUCTION PROGRESS: 0%  \tADDITIONAL REQUIREMENT: REQUEST FOR RMR H/O, 10TH JULY 2019. \tREMARKS: \t \t2ND NEXT LOCATION \tWELL: BB-1531 \tGL A/C:  \tLOC STACK: YES, 9TH JULY 2019 \tBFS H/O: NO. REQUESTED, 10TH JULY 2019. \tLOC PREPARATION REQUEST: AWAITING BFS HANDOVER. \tLOC CONSTRUCTION:  AWAITING BFS H/O. \tCONSTRUCTION PROGRESS: 0%  \tADDITIONAL REQUIREMENT: NIL \tREMARKS: ",DAMMAM F'MTN,24/06/2019 2:00:00 AM,0,,,,,,0.994
15/07/2019,BB-1468,BAB,"2,631.00","R-1\tSP2R9. BYPASSING SAFETY CONTROLS / RIG HSE WEEKLY ASSESSMENT IRP CHECKLIST \t \t\t \t\t \tNO WATER WELL ON LOCATION. \t \t\t \t\t \t1ST NEXT LOCATION\t \tWELL: BB-1540 \t \tGL A/C : \t \tLOC STACK: YES\t \tBFS H/O: YES / 25/05/2019  \t \tLOC PREPARATION REQUEST: SEND REQUEST TO ADNOC DRILLING, 10TH JULY 2019\t \tLOC CONSTRUCTION:  AWAITING ADNOC DRILLING.\t \tCONSTRUCTION PROGRESS: 0% \t \tADDITIONAL REQUIREMENT: REQUEST FOR RMR H/O, 10TH JULY 2019.\t \tREMARKS:\t \t\t \t2ND NEXT LOCATION\t \tWELL: BB-1531\t \tGL A/C: \t \tLOC STACK: YES, 9TH JULY 2019\t \tBFS H/O: NO. REQUESTED, 10TH JULY 2019.\t \tLOC PREPARATION REQUEST: AWAITING BFS HANDOVER.\t \tLOC CONSTRUCTION:  AWAITING BFS H/O.\t \tCONSTRUCTION PROGRESS: 0% \t \tADDITIONAL REQUIREMENT: NIL\t \tREMARKS:\tNIL ",DAMMAM F'MTN,24/06/2019 2:00:00 AM,58.3,802.6,,,,,0.994
18/07/2019,BB-1118,BAB,"9,929.00","R-1: DISCUSSED LSR LINE OF FIRE. R-2: 9-14 WOB, 350 GPM, 820 PSI, 60-65 RPM, 6.4-8 TRQ. R-3: GAS READINGS = ZERO.  NEXT LOCATION BB-1267 LOCATION 90% MOVING ROAD 95% WW REQUEST 30397 ON 07/07/2019. WW RIG 101 EXPECTED ON JUL-23.  2ND NEXT LOCATION WB-137 - RECEIVED F/S HANDOVER FOR BOTH LOCATION & MOVING ROAD ON 15/04/2019. - RAISED E-DL ID: 28553 / 28551 ON 17/04/2019. TASK ORDER ISSUED FOR 1 WELL ONLY BB-1374. AL ASHFAQ STARTED LOCATION PREPARATION ON JUN 12TH. - BB-1374 BEING DRILLED BY AD-112. - DIGGING AREA BACKFILLED WITH SAND. - LOCATION PREPARATION TEAM RAISED TASK ORDER ONLY FOR 1 WELL BB-1374 (SLOT#1). NEED TASK ORDER FOR UPPER ROW WELLS OF THE PAD. NEW REQUEST MADE ON E-DL UNDER #30140.",HAB'N ZONE-2,4/6/2019 6:30,7,355,60,65,14,9,1.302
5/8/2019,BB-1545,BAB,"15,640.00","R-1:DRIVING\t\t\t\t\t\t\t\t \t\t\t\t\t NEXT LOCATION  BB1550\t\t\t\t\t\t\t\t \tLOCATION HANDOVER: REQUEST # 30485 , 100% DONE-PREPARING ENTRANCES\t\t\t\t\t\t\t \tRIG MOVE ROAD HAND OVER: REQUEST #31577 RIG MANAGER VISITED WITH MBH CONSTRUCTION SUPERVISOR ,STARTED WORKING\t\t\t\t\t\t\t \tRIG MOVE TYPE: MAST DOWN DUE TO OVER HEAD POWER LINE .CELLAR INSTALLED,AWAITING GEOMATIC TO VERIFY\t\t\t\t\t\t\t \tWATER WELL REQUEST #31568\t\t\t\t\t\t\t \tRIG MOVE DISTANCE: 55.6 Km\t\t\t\t\t\t\t SECOND NEXT LOCATION PAD 102\t\t\t\t\t\t\t\t \tLOCATION HANDOVER: PENDING (WILL COMMENCE ONCE GEOMATIC STACK ALL SIX WELLS)\t\t\t\t\t\t\t \tRIG MOVE ROAD HAND OVER: PENDING\t\t\t\t\t\t\t \tRIG MOVE TYPE: PENDING\t\t\t\t\t\t\t \tRIG MOVE DISTANCE: PENDING\t\t\t\t\t\t\t MISCELLANEOUS:\t\t\t\t\t\t\t\t \t NO EMERGENCY CAR AND DRIVE AT RIG SITE - CONTRACT ISSUE \t\t\t\t\t\t\t ",THAMAMA SUBZONE GI,15/07/2019 4:00:00 AM,83.1,541.8,120,120,23,20,0.331
5/9/2019,BB-1550,BAB,"5,660.00","R-1:CONFINED SPACE R-2:10/15 BPH DYNAMIC LOSS R-3: GOOD RESPONSE CURRENT LOCATION  BB1550\t\t\t\t\t\t\t\t  LOCATION HANDOVER:DONE\t\t\t\t\t\t\t\t RIG MOVE HANDOVER:COMPLETE\t\t\t\t\t\t\t\t RIG MOVE TYPE: MAST DOWN\t\t\t\t\t\t\t\t WATER WELL REQUEST # 31568 - HAULAGE WILL USE AS SECOND OPTION\t\t\t\t\t\t\t\t WATER WELL DRILLING POSTPONED BY CRISIS MANAGEMENT TEAM\t\t\t\t\t\t\t\t RIG MOVE DISTANCE: 55.6 Km\t\t\t\t\t\t\t\t NEXT LOCATION PAD 102\t\t\t\t\t\t\t\t LOCATION HANDOVER:RECIEVED (GEOMATIC STACK ALL SIX WELLS, DEMOLITION WORK IN PROGRESS)\t\t\t\t\t\t\t\t EDL REQUEST RAISED #32930\t\t\t\t\t\t\t\t RIG MOVE ROAD HAND OVER: PENDING\t\t\t\t\t\t\t\t RIG MOVE TYPE: PENDING\t\t\t\t\t\t\t\t RIG MOVE DISTANCE: PENDING\t\t\t\t\t\t\t\t BB-1376: WELL ASSIGNED TO DRILL PRIOR PAD 102\t\t\t\t\t\t\t\t GEMATIC/DS/RM/FS VISITED BB-1376. SHIFTED WELL COORDINATES,FS WILL EVALUATE RIG MOVE TYPE, GEOMATIC WILL CONFIRM NEW COORDINATES\t\t\t\t\t\t\t\t  WITHABU DHABI OFFICE LOCATION ACCEPTANCE TO BE BASED ON ORIENTATION, NEED CONFIRMATION ON REMOVAL OF DEBRIS ON LOCATION\t\t\t\t\t\t\t\t MISCELLANEOUS: NO EMERGENCY CAR AND DRIVE AT RIG SITE - CONTRACT ISSUE \t\t\t\t\t\t\t\t ",SIMSIMA F'MTN,31/08/2019 5:00:00 PM,105.9,702.3,70,70,20,25,1.037
6/9/2019,BB-1361,BAB,"12,667.00","R-1: DISCUSSED SP2R - DROP OBJECTS / FALL PROTECTIONS LSR - ENERGY ISOLATION R-2: PERFORMED KICK DRILL WHILE TRIPPING - GOOD RESPONSE R-3: RIH REMAINING 12 STANDS OF 4"" DP (TOTAL 108) AND 5 STANDS OF  4"" HWDP FROM DERRICK. CONTINUE RIH W/ 5-1/2"" DP.",THAMAMA ZONE H,13/08/2019 6:00:00 PM,74.2,581.9,130,130,20,18,0.464
15/09/2019,BB-1478,BAB,"1,560.00","R-1: DISCUSSED SP2R6: LSR: SAFE MECHANICAL LIFTING / PTWs.  ** LOCATION & RM READY 100%, RECONFIRM FGL WITH GEO MATIC ** REQUESTED 300m3 GATCH FOR PAD 106 ENTRANCE REQ # 33030 (ALL HEAVY VEHICLE STUCK IN SAND) ** SPUD MEETING HAS BEEN DISCUSSED WITH DS, DTL, DE & ALL CREW ** REQUESTED TO GEO MATIC TEAM FOR FINAL RTKB + FLOW LINE OREN HO  ** PAD 106 SEQUENCE [BB-1478, BB-1481, BB-1457, BB-1467, BB1456] AS AGREED BOTH DS , RM ** PAD ELEV TO BE CONFIRM (FGL-46.51). ** OLD LOCATION  BB-1173 STILL NOT HANDED OVER TO FS.  MISCELLANEOUS: ** EVACUATION CONTRACT EXPIRED (EMERGENCY CAR) ** SHORTAGE OF VEHICLES ON THE RIG SITE FOR CREW CHANGE, FOOD SUPPLY & SENDING THE PEOPLE FOR TRAINING. ** THERE IS ONLY ONE TLC & AMBULANCE IN CASE OF ANY EMERGENCY AT NIGHT (+/-25 PEOPLE ON BOARD)",DAMMAM F'MTN,13/09/2019 9:00:00 PM,52,802.6,70,80,30,25,0.785
2/4/2019,BB-1252,BAB,"14,543.00","[R-1] CONDUCTED ACCADEMY # 14, ADNOC GROUP HSE AND ASSET INTEGRITY ACCOUNTABILITY FRAMEWORK WITH ALL THE PERSONELL ON LOCATION.  [R-2] DURING TRIPPING MONITOR WELL ON TRIP TANK, OK",THAMAMA ZONE E,3/3/2019 14:00,0,365,80,90,,,
21/04/2019,BB-1492,BAB,"12,455.00",R-1: DISCUSSED LSR TOXIC GAS,THAMAMA ZONE H,27/03/2019,66.6,293.9,100,130,15,10,0.451
24/04/2019,BB-1386,BAB,"1,532.00",R-1:- DISCUSSED THE FOLLOWING: - LSR:- HOT WORK (SP2R3). - LFI: HANDS OFF. R-2:- HAD +/- 5 BPH STATIC LOSSES   ** F/LIFT NOT WORKING.  ** 1st NEXT LOCATION PAD-105: (100% READY) - BB-1483 CONDUCTOR CEMENTED ON 10.04.2019.\t ,MIOCENE CLASTICS,,82.2,902.9,65,85,30,10,0.785
27/04/2019,BB-1532,BAB,"12,720.00","R1: DISCUSSED FOR LSR#05-ENERGY ISOLATION, SPR#6- MONITER MUDWEIGHT IN & OUT ALL THE TIME. R2: WOB =15-20 KIPS, RPM = 130 @ 4-8 KFT-LBS, GPM = 280 @ 2050-2150 PSI. AVG ROP = 70-150 FT/HR.  R3: DOWNLINK AS PER DD. TAKE SURVEY PRIOR CONNECTION.   1st NEXT WELL: BB-1495 GL ACCOUNT : YES LOCATION STACK: YES  FIELD SERVICE HANDOVER: YES LOCATION PREPERATION REQUEST:  28548 LOCATION CONSTRUCTION: ADNOC ONSHORE (LOCATION PREPERATION TO:92478720 / RIG MOVE TO:92478967) CONSTRACTION PROGRESS: 0%  2nd NEXT WELL: BB-1542  LOCATION STACK : NO FIELD SERVIECE HANDOVER : NO  ",THAMAMA ZONE G,8/4/2019 22:00,79.5,280,130,130,20,15,0.464
11/5/2019,BB-1386,BAB,"8,480.00",R-1:- DISCUSSED THE FOLLOWING:        - LSR:- LINE OF FIRE (SP2R1).        - BANNED ITEMS / COLOR CODING. R-2:- WASH & REAM EVERY STD. R-3:- SECURE THE WELL IN 1.5 MINS. GOOD RESPONSE FROM THE CREW. R-4:- SYSTEM LOADED BY 20 PPB RE-INFORCEMENT MATERIAL          PERIOR ENTERING RESERVOIR.  ** 1st NEXT LOCATION PAD-105: (100% READY) - BB-1483 CONDUCTOR CEMENTED ON 10.04.2019.,BAB MEMBER,,51.5,531.7,100,120,30,15,0.902
13/05/2019,BB-1448,BAB,"6,983.00","R-1: DISCUSSD LSR-WORK AUTHORIZATION, SP2R3 WITH CREW. ** NO WATER WELL @ LOCATION. . ** NEXT LOCATION:- BB-1539, STACK ON 26/02/2019 ** LOCATION PREPRATION BY AL ASHFAQ. ** NEXT LOCATION WATER WELL REQUEST#28773 ** LOCATION H.OVER ON 15/042019, PREPRATION REQUEST#28566 DATED 18/04/2019 ** 2ND LOCATION BB-1173 ** STACK LOCATION & RECIEVED GEOMATIC LOCATION H.OVER BY 09/05/2019. ** WAITING ON BAB OIL F.S LOCATION H.OVER",SHILAIF F'MTN,4/5/2019 18:00,65.9,802.6,80,85,35,30,1.037
21/06/2019,BB-1544,BAB,"10,854.00","[R1]LINE OF FIRE [R2] CONFIRM TD WITH ADNOC ON SHORE GEOLOGIST. [R-3] ONLY 02 TIGHT POINTS @ 8900 FT & 8020 FT. CLEAR & CONFIRM OK. [R-3] GOOD RESPONSE OF CREW   NEXT LOCATION  BB1545        LOCATION PREPARATION: COMMENCED FROM 16.06.2019: PROGRESS 35%,        DUE TO HEAVY WIND SINCE LAST DAYS ALL PREVIOUS LEVELING EFFECTED        FS - LOC AND RIG MOVE HANDOVER READY        GEO - WELL LOCATION HANDOVER TO READY, FLOW LINE ORE. PENDING        RQ# 29877 - LOCATION PREPARATION ASINGED TO ALASHFQ ON 26.5.2019        RQ#29967 - RIG MOVE ROAD ASINGED TO ALASHFAQ        WW RQ# 30201 RAISED, RQ#30202 FOR 1000 M3 GATCH         (ENTRANCE + CELLAR AREA).        NEXT RIG MOVE TYPE; MAST DOWN DUE TO OVER HEAD LINE        DISTANCE 32 KM  SECOND NEXT LOCATION BB-1550        WELL NUMBER ASSIGNED AS BB-1550 (HB1-P94),         LOCATION / RIG MOVE ROAD HAND OVER PENDING.         FS WILL COME NEXT WEEK FOR BB-1550 + PAD 102  Misliinuse:        RIG MOVE ROAD GATES CORDINATE  / CLEARANCE OF         OVER HEAD EXTRA HI TENSION POWER LINES HAVE        BEEN DONE (CLEARANCE 35.50 Meter)        NO EMERGENCY CAR AND DRIVE AT RIG SITE - CONTRACT ISSUE        DIESEL CONSUMPTION: 1100,BALANCE:7360\t        PATROL CONSUM: 130, BALANCE:2765\t\t\t\t\t\t\t \t\t\t\t\t\t\t \t\t\t\t\t\t\t  \t\t\t\t\t\t\t\t ",DENSE F,8/6/2019 2:00,30.6,580,,,,,0.389
1/7/2019,BB-1350,BAB,"8,850.00","[R-1]\tLSR (HOT WORK), SP2R# 5, PTW: AREA MANAGER CHECK LIST / JOB SUPERVISION [R-2]\tCONTROLLED ROP DUE TO DIRECTIONAL DRILLING JOB ACROSS NAHR UMR FM AND HIGH LEVEL OF S&S. [R-3]\tNOT DYNAMIC LOSSES OBSERVED  **WATER WELLS PRODUCTION RATE: 20 BPH **ADDITIONAL CRANE NOT AVAILABLE TO WORK WITH OBM **MUD SYSTEM LOADED WITH 15 PPB RE-ENFORCEMENT MATERIAL + 2.5 PPB H2S EXCAVENGER  NEXT LOCATIONS BAB-1441 PAD-109 CONSTRUCTION PROGRESS: 0%  BFS LOCATION HANDOVER 31/05/19 GEODETICHS HANDOVER 31/05/19 e-DL REQUEST FOR PAD-109 PREPARATION #30023 PREPARED ON 03/06/19. TASK ORDER ISSUED ON 21/06/19 TO ACES FOR LOCATION SURVEY (TO# 92485714) ACES CONDUCTED LOCATION SURVEY ON 26/06/19. BAB-13 LOCATIONS PREPARATION TEAM WAITING FOR ACES SURVEY REPORT TO ASSIGN LOCATION PREPARATION CONTRACTOR. WAITING FOR PAD-109 PRE-WORKS TO BE COMPLETED WAITING FOR BFS MOVING ROAD HANDOVER FROM BAB-1350 TO BAB-1441. REQUESTED ON 18/06/19 ",NAHR UMR SHALE F'MTN,20/06/2019 9:00:00 AM,63.2,571.9,120,120,30,30,0.902
21/07/2019,BB-1072,BAB,"2,275.00","[R-1]: DISCUSSED LSR = DRIVING, SP2R7, PTWS, MAN RIDING PERMIT(JSA+CHECKLIST)  [R-2]: WELL KILL DRILL - MODERATE RESPONSE FLOW METER ALARM HAS NO SOUND ONLY VISUAL INDICATION DRILL PIPE PRESURE GAGE ON REMOTE CHOKE PANEL SENSOR PROBLEM  [R-3]: SWITCHED OVER TO POLYMER MUD WHILE DRILLING 12 1/4"" HOLE  ** RIG SENSE NOT SHOWING TDS TORQUE & RPM. NEED TO HAVE CALIBRATIONS FOR OTHER SENSORS. HISTORY OF OPERATIONS CAN'T BE CHECKED FROM THE SYSTEM. SOFTWARE AND INTERFACE REQUIRES UPGRADATION.  ** NEXT LOCATION STATUS: LOC-BB-1373  RIG MOVE HANDOVER RECEIVED ON 21.07.2019 E-DL REQUEST NO. 30521 DATED 21.07.2019 FOR LOCATION PREPARATION INITIATED E-DL REQUEST NO. 30524 DATED 21.07.2019 FOR MOVING ROAD INITIATED E-DL REQUEST NO. 30525 DATED 21.07.2019 FOR WATER WELLS INITIATED  LOC-BB-1138 REQUEST FOR LOCATION HANDOVER SENT ON DATED 20.07.2019",DAMMAM F'MTN,16/07/2019 3:00:00 PM,107.7,963.1,70,70,25,25,1.037
26/07/2019,BB-1545,BAB,"9,350.00",R-1:DRIVING\t\t\t\t\t\t\t\t R-2: TOP JOB - 4BBL\t\t\t\t\t\t\t NEXT LOCATION  BB1550\t\t\t\t\t\t\t\t \tLOCATION HANDOVER: REQUEST # 30485\t\t\t\t\t\t\t \tRIG MOVE ROAD HAND OVER:WAITING FOR FS TO SHOW ROAD\t\t\t\t\t\t\t \tRIG MOVE TYPE: MAST DOWN DUE TO OVER HEAD POWER LINE \t\t\t\t\t\t\t \tRIG MOVE DISTANCE: 55.6 KM\t\t\t\t\t\t\t SECOND NEXT LOCATION PAD 102\t\t\t\t\t\t\t\t \tLOCATION HANDOVER: PENDING (WILL COMMENCE ONCE GEOMATIC STACK ALL SIX WELLS)\t\t\t\t\t\t\t \tRIG MOVE ROAD HAND OVER: PENDING\t\t\t\t\t\t\t \tRIG MOVE TYPE: PENDING\t\t\t\t\t\t\t \tRIG MOVE DISTANCE: PENDING\t\t\t\t\t\t\t MISCELLANEOUS:\t\t\t\t\t\t\t\t \t NO EMERGENCY CAR AND DRIVE AT RIG SITE - CONTRACT ISSUE \t\t\t\t\t\t\t ,THAMAMA SUBZONE CI,15/07/2019 4:00:00 AM,72.6,601.9,120,120,32,25,0.85
12/9/2019,BB-1441,BAB,"17,410.00","[R-1]\tLSR (LINE OF FIRE), SP2R# 3, PTW: COLD PERMIT TO WORK. [R-2]\tDYNAMIC LOSSES: 45 - 50 BPH [R-3]\tTD CONFIRMED BY ADNOC ONSHORE GEOLOGIST [R-4]\tWIPE LOG LAST 1000 FT AS PER ADNOC ONSHORE PETROPHYSICIST CONFIRMATION [R-5]\tDYNAMIC LOSSES: 30 - 40 BPH  **MUD SYSTEM LOADED WITH 2.5 PPB H2S EXCAVENGER + 1.2% LUBRICANT\t\t \t\t NEXT LOCATIONS\t\t BAB-1425 \t100%\t CELLAR INSTALLED ON 280719 CHECKED BY GEODETCHIS JASSIM \t\t CONDUCTOR 18 5/8"" @ 170' 85 BLS CMT, ELEV 32"", INC 0.4 DEG CHECKED BY GE ENG OK\t\t \t\t BAB-1370\t90%\t WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 29/08/2019\t\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 29/08/19\t\t CPECC PROJECTS SURVEYED THAT BB-1370 CELLAR ELEVATION IS 64.34 M (34CM) HIGHER THAN REQUIRED LEVEL FOR THE PAD (64M). \t\t CELLAR RE-INSTALED ON 06/09/2019. CENTER, ORIENTATION AND ELEVATION (64 m) CONFIRMED BY BAB GEOMATICS TEAM (MR. JASSIM)\t\t CELLAR ELEVATION CONFIRMED BY CPECC SURVEYOR (64.1 m) ON 07/09/19 - ACCEPTED\t\t 18 5/8"" CONDUCTOR CSG @ 170'. 80 BLS CMT, ELEV 32"", INC 0.2 DEG CHECKED BY GE ENG .OK.\t\t \t\t BB-1428\t90%\t WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 29/08/2019\t\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 29/08/19\t\t \t\t BB-1440, BB-1414 & BB-1435\t\t WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 06/09/2019\t\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 06/09/19\t\t ",THAMAMA ZONE H,15/08/2019 8:00:00 PM,76,270,120,120,22,20,0.464
18/09/2019,BB-1540,BAB,"7,270.00",R-1: SP2R9. LINE OF FIRE. LFI : TDS FAILURE  R-2: HAD INTERMITTENT RETURNS WHILE DRILLING DRLG W/ 300 - 500 GPM/ 450-500 CFM / 90-95 RPM / 35-45 WOB / 12-15 KLBS.FT TORQUE R-3: WORKED TIGHT SPOT FROM 6800' TO 6625'  ,SHILAIF F'MTN,,36.5,501.6,90,95,40,30,0.994
30/09/2019,BB-1515,BAB,"2,503.00","R-1: - 10 HSE OBSERVATIONS, 8 BSA. \t\t\t\t\t\t\t\t\t         - DISCUSSED LSR:- ""WORK AUTHORIZATION"".\t\t\t\t\t\t\t\t\t         - DISCUSSED ""AREA MGR CHECKLIST / JOB SUPERVISION"".          - DISCUSSED ""SP2R #3 - MONITOR TQ & DRAG"". \t\t\t\t\t\t\t\t\t R-2:- TOC SHALLOW POSSIBLE DUE T/ FLOATS NOT HOLDING F/ 13-3/8"" CSG CMT JOB. R-3: - DRILLED OUT CMT PLUG RUBBER @ 1410'.\t\t\t\t\t\t\t\t\t R-4:- WASHED & REAMED 15' AFTER EACH CONN.\t\t\t\t\t\t\t\t\t R-5:- ENCOUNTERED TIGHT SPOT @ 2140'. OTHER HSE ACTIVITIES\t\t\t\t\t\t\t\t\t * AMBULANCE ON LOC. - 00:00 HRS  - 24:00 HR\t\t\t\t\t\t\t\t\t NEXT LOCATION\t\t\t\t\t\t\t\t\t * AD DRLG ACCEPTED LOC. FOR PREPARATION\t\t\t\t\t\t\t\t\t * RIG MOVE ROUTE REQUIRE NO PREPARATION\t\t\t\t\t\t\t\t\t ",DAMMAM F'MTN,26/09/2019 11:00:00 PM,96.4,900,0,90,40,35,0.785
